interpro_id,keywords
IPR000155,"melanocortin,melanocortin receptor,receptor activity,protein coupled,g protein,coupled,peptide receptor,coupled receptor,melanocortin 4,4 receptor,receptor signaling,signaling pathway,pathway,signaling receptor,peptide,coupled peptide,transmembrane signaling,transducer activity,molecular transducer,transducer,transduction,signal transduction,cell communication,communication,signal"
IPR000156,"intracellular transport,ran binding,ran,localization in,in cell,cellular localization"
IPR000157,"receptor homology,homology tir,tollinterleukin,tollinterleukin 1,tir domain,tir,1 receptor,signal transduction,transduction,signal,homology,cell communication,communication"
IPR000158,"anhydrides,gtpase activity,gtp binding,gtp,guanyl,ribonucleotide binding,acid anhydrides,on acid,protein ftsz,gtpase,ribonucleotide,nucleotide binding,purine,ftsz,ribonucleoside triphosphate,triphosphate,ribonucleoside,division protein,guanyl ribonucleotide,cell division,triphosphate phosphatase,division,guanyl nucleotide,pyrophosphatase activity,pyrophosphatase,containing anhydrides,in phosphorus,phosphatase activity,phosphatase,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,anion binding,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR000159,"associating domain,ras associating,associating,signal transduction,transduction,signal,ras,cell communication,communication"
IPR000160,"ggdef domain,ggdef"
IPR000161,"vasopressin,vasopressin receptor,receptor activity,protein coupled,g protein,coupled,peptide receptor,coupled receptor,v2 receptor,vasopressin v2,v2,receptor signaling,signaling pathway,pathway,signaling receptor,peptide,coupled peptide,transmembrane signaling,molecular transducer,transducer activity,transducer,transduction,signal transduction,cell communication,communication,signal"
IPR000162,"coupled receptor,protein coupled,g protein,metabotropic,metabotropic glutamate,receptor signaling,coupled,signaling pathway,pathway,glutamate receptor,family 3,gpcr,glutamate,signal transduction,transduction,cell communication,communication,signal"
IPR000163,prohibitin
IPR000164,"of chromatin,nucleosome,chromatin,h3cenp,h3cenp a,histone h3cenp,structural,constituent of,structural constituent,constituent,non membrane,non,dna complex,protein dna,histone,chromosome,structural molecule,molecule activity,intracellular non"
IPR000165,"glucosidase activity,glucosidase,glucan 14,alpha glucosidase,14 alpha,glucan,polysaccharide metabolic,14,polysaccharide,glucoamylase,glycosyl,alpha,hydrolyzing o,o glycosyl,glycosyl compounds,glycosyl bonds,on glycosyl,hydrolyzing,compounds,carbohydrate metabolic"
IPR000167,"to water,water,dehydrin,acid chemical,to acid,chemical,to salt,to inorganic,inorganic substance,oxygen containing,abiotic stimulus,abiotic,to abiotic,to oxygen,to organic,salt,to chemical,inorganic,oxygen"
IPR000169,"cysteine active,cysteine,cysteine peptidase,active site,active,peptidase,site"
IPR000170,"electron,transport chain,electron transport,aerobic,aerobic electron,chain,transfer activity,respiration,electron transfer,potential iron,high potential,transfer,energy,sulphur protein,potential,iron sulphur,high,oxidative phosphorylation,respiratory electron,aerobic respiration,oxidative,sulphur,respiratory,cellular respiration,by oxidation,organic compounds,energy derivation,derivation,derivation by,of organic,oxidation of,oxidation,phosphorylation,of precursor,metabolites,precursor metabolites,metabolites and,and energy,generation of,precursor,generation,iron,compounds,by,and"
IPR000172,"dinucleotide binding,flavin adenine,adenine dinucleotide,dinucleotide,adenine,flavin,ch oh,oh,oh group,on ch,glucose methanol,choline oxidoreductase,methanol choline,ch,methanol,group of,of donors,choline,donors,glucose,anion binding,nucleotide binding,phosphate binding,heterocyclic,heterocyclic compound,molecule binding"
IPR000174,"chemokine receptor,chemokine,receptor activity,c x,x c,c chemokine,protein coupled,g protein,chemotaxis,coupled,coupled receptor,receptor 12,receptor signaling,cxc chemokine,signaling pathway,pathway,cxc,coupled chemoattractant,chemoattractant receptor,chemoattractant,signaling receptor,immune receptor,taxis,locomotion,cytokine receptor,cytokine,immune,12,to chemical,external stimulus,to external,chemical,external,transmembrane signaling,molecular transducer,transducer activity,transducer,transduction,signal transduction,cell communication,communication,signal"
IPR000175,"sodiumneurotransmitter,sodiumneurotransmitter symporter,symporter"
IPR000176,"methyltransferase like,mrna methyltransferase,mrna,methyltransferase"
IPR000177,"apple domain,apple,proteolysis,extracellular region,extracellular,region,protein binding"
IPR000178,"initiation,translation,translation initiation,initiation factor,translational initiation,anhydrides,translation regulator,gtpase activity,gtp binding,factor activity,gtp,guanyl,ribonucleotide binding,translational,acid anhydrides,on acid,bacterial like,gtpase,ribonucleotide,nucleotide binding,purine,if 2,factor if,if,amide,ribonucleoside triphosphate,triphosphate,ribonucleoside,regulator activity,peptide,translation factor,guanyl ribonucleotide,triphosphate phosphatase,guanyl nucleotide,pyrophosphatase activity,pyrophosphatase,containing anhydrides,in phosphorus,phosphatase activity,bacterial,peptide biosynthetic,peptide metabolic,phosphatase,amide biosynthetic,amide metabolic,rna binding,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,anion binding,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR000180,"metallodipeptidase activity,metallodipeptidase,dipeptidase,membrane dipeptidase,proteolysis,dipeptidase activity,metalloexopeptidase activity,metalloexopeptidase,exopeptidase activity,exopeptidase,metallopeptidase activity,metallopeptidase,active site,peptidase activity,active,peptidase,site,a protein"
IPR000182,"acyltransferase activity,acyltransferase,amino acyl,groups other,than amino,transferring groups,acyl groups,other than,than,acyl,gnat domain,other,gnat,amino"
IPR000183,"ornithinedaparg,ornithinedaparg decarboxylase,decarboxylase"
IPR000184,"antigen d15,bacterial surface,d15,outer membrane,outer,surface antigen,antigen,surface,bacterial"
IPR000185,"protein targeting,protein transport,targeting,ribonucleotide binding,subunit seca,protein localization,ribonucleotide,nucleotide binding,intracellular protein,purine,macromolecule localization,seca,translocase subunit,atp binding,protein translocase,adenyl,translocase,intracellular transport,localization in,in cell,cellular macromolecule,of protein,cellular localization,compound transport,substance transport,adenyl ribonucleotide,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic compound,heterocyclic,molecule binding"
IPR000186,"interleukin 5,5 receptor,receptor binding,interleukin,growth factor,growth,immune,immune response,signaling receptor,activator activity,activator,factor activity,extracellular region,function,extracellular,region,regulator activity,cytokine receptor,factor receptor,cytokine,ligand activity,receptor activator,receptor ligand,receptor regulator,immune system,system process,function activator,ligand,function regulator,protein binding"
IPR000187,"hormone activity,hormone,signaling receptor,activator activity,activator,corticotropin releasing,releasing factor,corticotropin,extracellular region,function,extracellular,releasing,region,regulator activity,ligand activity,receptor activator,receptor ligand,receptor regulator,function activator,ligand,receptor binding,function regulator,protein binding"
IPR000189,"transglycosylase,transglycosylase activity,lytic transglycosylase,peptidoglycan,peptidoglycan metabolic,lytic,lyase activity,lyase,prokaryotic transglycosylase,oxygen lyase,carbon oxygen,polysaccharides,on polysaccharides,oxygen,muralytic,muralytic activity,peptidoglycan muralytic,glycosaminoglycan metabolic,aminoglycan metabolic,aminoglycan,glycosaminoglycan,prokaryotic,active site,derivative metabolic,active,site"
IPR000190,"angiotensin,ii receptor,vasoconstriction,angiotensin type,receptor activity,blood,of vasoconstriction,of tube,diameter,blood circulation,circulation,protein coupled,size,circulatory,circulatory system,g protein,tube,system process,coupled,peptide receptor,coupled receptor,type ii,angiotensin receptor,ii,angiotensin ii,multicellular organismal,organismal process,organismal,multicellular,receptor signaling,signaling pathway,pathway,of system,signaling receptor,diameter maintenance,in circulatory,tube diameter,vessel diameter,vascular process,tube size,process in,of blood,blood vessel,vessel,vascular,receptor type,structure size,peptide,of multicellular,coupled peptide,of anatomical,type 1,maintenance,biological quality,quality,transmembrane signaling,molecular transducer,transducer activity,transducer,signal transduction,transduction,cell communication,communication,signal"
IPR000192,"v domain,aminotransferase class,class v,aminotransferase,class"
IPR000194,"nucleotide binding,ribonucleotide binding,f1v1a1 complex,f1v1a1,ribonucleotide,purine,alphabeta subunit,atp binding,adenyl,alphabeta,atpase,adenyl ribonucleotide,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR000195,"gap tbc,rab gap,tbc domain,tbc,rab,gap"
IPR000196,"ribosome,el19 domain,structural,of ribosome,constituent of,structural constituent,constituent,el19,protein el19,translation,amide,non membrane,non,peptide,large ribosomal,large,subunit protein,ribosomal subunit,peptide biosynthetic,peptide metabolic,structural molecule,molecule activity,amide biosynthetic,amide metabolic,ribosomal,intracellular non"
IPR000197,"taz type,taz,zinc finger,finger,zinc"
IPR000198,"rho gtpase,protein domain,signal transduction,transduction,signal,gtpase activating,activating protein,rho,activating,gtpase,cell communication,communication"
IPR000199,"cysteine type,endopeptidase activity,cysteine,endopeptidase,c3ac3b,peptidase c3ac3b,picornaviral,type endopeptidase,peptidase,proteolysis,peptidase activity,type peptidase,a protein"
IPR000200,"peptidase,cysteine type,peptidase activity,peptidase c10,streptopain,type peptidase,c10,cysteine,proteolysis,a protein"
IPR000201,"dna polymerase,polymerase activity,directed dna,dna replication,dna directed,hepadnaviral,hepadnaviral p,polymerase,directed,replication,p protein,nucleotidyltransferase activity,nucleotidyltransferase,on dna,dna metabolic,a nucleic,transferring phosphorus,containing groups"
IPR000202,"coupled receptor,protein coupled,receptor 5,g protein,metabotropic glutamate,metabotropic,receptor signaling,coupled,signaling pathway,pathway,glutamate receptor,family 3,gpcr,glutamate,signal transduction,transduction,cell communication,communication,signal"
IPR000203,"gps motif,gps,motif"
IPR000204,"orexin receptor,orexin,behavior,feeding behavior,feeding,receptor activity,protein coupled,g protein,coupled,peptide receptor,coupled receptor,receptor signaling,signaling pathway,pathway,signaling receptor,receptor family,peptide,coupled peptide,transmembrane signaling,organismal process,multicellular organismal,organismal,multicellular,molecular transducer,transducer activity,transducer,transduction,signal transduction,cell communication,communication,signal"
IPR000206,"ribosome,structural,of ribosome,bl12,protein bl12,constituent of,structural constituent,constituent,translation,amide,non membrane,non,peptide,large ribosomal,large,subunit protein,ribosomal subunit,peptide biosynthetic,peptide metabolic,molecule activity,structural molecule,amide biosynthetic,amide metabolic,ribosomal,intracellular non"
IPR000207,"muscle,muscle contraction,contraction,adrenergic,adrenergic receptor,smooth,smooth muscle,vasoconstriction,blood,alpha2 adrenergic,platelet activation,receptor activity,of smooth,alpha2,system process,of vasoconstriction,platelet,of muscle,muscle system,of tube,diameter,blood circulation,circulation,coagulation,activation,protein coupled,circulatory system,size,circulatory,g protein,tube,coupled,coupled receptor,alpha 2b,2b adrenoceptor,alpha adrenergic,organismal process,organismal,multicellular organismal,multicellular,adrenoceptor,receptor signaling,signaling pathway,2b,pathway,of system,blood coagulation,signaling receptor,in circulatory,diameter maintenance,tube size,tube diameter,vascular process,vessel diameter,hemostasis,healing,wound healing,process in,cell activation,to wounding,wounding,of blood,fluid levels,of body,wound,body fluid,vascular,vessel,blood vessel,fluid,coupled amine,amine receptor,alpha,structure size,levels,of multicellular,body,of anatomical,maintenance,amine,biological quality,quality,transmembrane signaling,transducer activity,molecular transducer,transducer,to stress,stress,transduction,signal transduction,cell communication,communication,signal"
